name,vote,voteID
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Augustyn,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Bielan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
G. Bierecki,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Bobko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
B. Borusewicz,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Budner,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Chróścikowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
Z. Cichoń,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
L. Czarnobaj,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
G. Czelej,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Czerwiński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
D. Czudowska,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
W. Dobkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Dobrzyński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Dowhan,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Duda,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Fedorowicz,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
P. Florek,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Gaweł,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Gawęda,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
S. Gogacz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Grabowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
T. Grodzki,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Grubski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Hamerski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J.M. Jackowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Kamiński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
M. Augustyn,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
S. Karczewski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
W. Kilian,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
K. Kleina,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
B. Klich,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Bielan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
G. Bierecki,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A. Bobko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A. Kobiak,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Koc,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
S. Kogut,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
W. Komarnicki,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Bonisławski,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
T. Kopeć,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Kopiczko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
W. Kraska,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J.F. Libicki,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
B. Borusewicz,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
B. Borys-Damięcka,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
M. Budner,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
J. Chróścikowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A. Bielan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
G. Bierecki,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
A. Bobko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
M. Łuczak,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Łyczak,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Majer,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Mamątow,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
Z. Cichoń,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
L. Czarnobaj,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
G. Czelej,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
J. Czerwiński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
B. Borusewicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
A. Bielan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
G. Bierecki,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
M. Martynowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
Ł. Mikołajczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Mioduszewski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Misiołek,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
D. Czudowska,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
W. Dobkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
J. Dobrzyński,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Dowhan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Ambrozik,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
A.M. Anders,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
B. Borys-Damięcka,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
M. Budner,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
J. Chróścikowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
A. Bobko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
K. Mróz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
G. Napieralski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Obremski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
B. Orzechowska,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
J. Duda,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
J. Fedorowicz,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
P. Florek,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Gaweł,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Ambrozik,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
A.M. Anders,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
A. Bielan,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
G. Bierecki,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
P. Błaszczyk,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
Z. Cichoń,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
L. Czarnobaj,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
G. Czelej,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
J. Czerwiński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
A.M. Anders,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
M. Augustyn,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
B. Borusewicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
B. Borys-Damięcka,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
M. Budner,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
J. Chróścikowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
R. Ambrozik,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
A.M. Anders,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
A. Pająk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Pańczyk-Pozdziej,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
B. Paszkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
A. Bielan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
G. Bierecki,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
A. Gawęda,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
S. Gogacz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
M. Golba,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A. Grabowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A. Bielan,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
G. Bierecki,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
P. Błaszczyk,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
A. Bobko,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
A.M. Anders,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
A. Bielan,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
A. Bobko,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
W. Bonkowski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
D. Czudowska,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
W. Dobkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
J. Dobrzyński,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
A. Bielan,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
G. Bierecki,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
A. Bobko,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
Z. Cichoń,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
L. Czarnobaj,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
G. Czelej,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
M. Augustyn,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
G. Peczkis,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Pęk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
W. Piecha,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Bobko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
T. Grodzki,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
M. Grubski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
W. Bonkowski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
M. Borowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
G. Bierecki,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
P. Błaszczyk,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
A. Bobko,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
B. Borusewicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
B. Borys-Damięcka,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
M. Budner,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
R. Dowhan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
J. Duda,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
J. Fedorowicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
P. Florek,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
R. Bonisławski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
M. Borowski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
B. Borusewicz,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
J. Czerwiński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
D. Czudowska,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
W. Dobkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
J. Dobrzyński,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
A. Bielan,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
G. Bierecki,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
P. Błaszczyk,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
A. Bobko,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
L. Piechota,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
A. Pociej,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Poślednik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Potoczny,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
B. Borusewicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
B. Borys-Damięcka,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
M. Budner,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
J. Hamerski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
J.M. Jackowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
A. Kamiński,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
B. Borusewicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
B. Borys-Damięcka,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
M. Budner,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
J. Chróścikowski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
W. Bonkowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
M. Borowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
B. Borusewicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7811.html"
J. Chróścikowski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
Z. Cichoń,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
L. Czarnobaj,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
G. Czelej,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8024.html"
R. Gaweł,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
A. Gawęda,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
S. Gogacz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
M. Golba,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8026.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7503.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7503.html"
R. Ambrozik,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8696.html"
M. Augustyn,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8696.html"
G. Bierecki,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8696.html"
B. Borys-Damięcka,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
M. Budner,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
J. Chróścikowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8200.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7950.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7950.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7951.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7951.html"
R. Ambrozik,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7952.html"
A.M. Anders,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7952.html"
R. Dowhan,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
J. Duda,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
J. Fedorowicz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
P. Florek,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8025.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7946.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7946.html"
R. Ambrozik,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7945.html"
A.M. Anders,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7945.html"
M. Augustyn,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7945.html"
R. Ambrozik,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7943.html"
A.M. Anders,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7943.html"
R. Bonisławski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
W. Bonkowski,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
M. Borowski,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8023.html"
K. Probierz,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
Z. Pupa,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
K. Radziwiłł,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
M. Rocki,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,4945.html"
J. Chróścikowski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
Z. Cichoń,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
L. Czarnobaj,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
G. Czelej,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8022.html"
S. Karczewski,za,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
W. Kilian,wstrz.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
K. Kleina,przec.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,8027.html"
Z. Cichoń,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
L. Czarnobaj,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
G. Czelej,nie gł.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,7847.html"
